algo_name,total_cities,optimal_distance
NearestNeighbor,360,22675.62557043718
AntColonyOptimization,360,21313.059459535525
NearestNeighbor,361,22675.62557043718
AntColonyOptimization,361,20995.725526125476
NearestNeighbor,362,22675.62557043718
AntColonyOptimization,362,21652.222696320587
NearestNeighbor,363,22675.62557043718
AntColonyOptimization,363,21779.50510209797
NearestNeighbor,364,22675.62557043718
AntColonyOptimization,364,21211.741235718364
NearestNeighbor,365,22675.62557043718
AntColonyOptimization,365,21957.476979858257
NearestNeighbor,366,22675.62557043718
AntColonyOptimization,366,21707.13084987647
NearestNeighbor,367,22675.62557043718
AntColonyOptimization,367,21084.30996875669
NearestNeighbor,368,22675.62557043718
AntColonyOptimization,368,21304.668961365394
NearestNeighbor,369,22675.62557043718
AntColonyOptimization,369,21883.962165685338
NearestNeighbor,370,22675.62557043718
AntColonyOptimization,370,21680.26008911334
NearestNeighbor,371,22675.62557043718
AntColonyOptimization,371,21272.88859948936
NearestNeighbor,372,22675.62557043718
AntColonyOptimization,372,21670.720462603414
NearestNeighbor,373,22675.62557043718
AntColonyOptimization,373,21632.498443449196
NearestNeighbor,374,22675.62557043718
AntColonyOptimization,374,21734.65811909211
NearestNeighbor,375,22675.62557043718
AntColonyOptimization,375,21659.71094474703
NearestNeighbor,376,22675.62557043718
AntColonyOptimization,376,21944.5670537487
NearestNeighbor,377,22675.62557043718
AntColonyOptimization,377,21759.089691001638
NearestNeighbor,378,22675.62557043718
AntColonyOptimization,378,21596.33258529918
NearestNeighbor,379,22675.62557043718
AntColonyOptimization,379,21610.9162803546
NearestNeighbor,380,22675.62557043718
AntColonyOptimization,380,22170.677741500207
NearestNeighbor,381,22675.62557043718
AntColonyOptimization,381,21707.38142400105
NearestNeighbor,382,22675.62557043718
AntColonyOptimization,382,22161.931028878025
NearestNeighbor,383,22675.62557043718
AntColonyOptimization,383,21518.6079453608
NearestNeighbor,384,22675.62557043718
AntColonyOptimization,384,22034.259304929747
NearestNeighbor,385,22675.62557043718
AntColonyOptimization,385,21446.4552552283
NearestNeighbor,386,22675.62557043718
AntColonyOptimization,386,20552.875393980245
NearestNeighbor,387,22675.62557043718
AntColonyOptimization,387,22073.677371498823
NearestNeighbor,388,22675.62557043718
AntColonyOptimization,388,21475.27658524684
NearestNeighbor,389,22675.62557043718
AntColonyOptimization,389,21558.373386863263
NearestNeighbor,390,22675.62557043718
AntColonyOptimization,390,21190.95138260328
NearestNeighbor,391,22675.62557043718
AntColonyOptimization,391,21505.598781483674
NearestNeighbor,392,22675.62557043718
AntColonyOptimization,392,21469.21067507944
NearestNeighbor,393,22675.62557043718
AntColonyOptimization,393,21971.450071712236
NearestNeighbor,394,22675.62557043718
AntColonyOptimization,394,21388.04390830119
NearestNeighbor,395,22675.62557043718
AntColonyOptimization,395,21998.075448059637
NearestNeighbor,396,22675.62557043718
AntColonyOptimization,396,21721.49717323532
NearestNeighbor,397,22675.62557043718
AntColonyOptimization,397,21686.60604678178
NearestNeighbor,398,22675.62557043718
AntColonyOptimization,398,21103.547432846364
NearestNeighbor,399,22675.62557043718
AntColonyOptimization,399,22011.525151580765
NearestNeighbor,400,22675.62557043718
AntColonyOptimization,400,21251.209272863558
NearestNeighbor,401,22675.62557043718
AntColonyOptimization,401,21874.84072277442
NearestNeighbor,402,22675.62557043718
AntColonyOptimization,402,21845.26811238627
NearestNeighbor,403,22675.62557043718
AntColonyOptimization,403,21526.915274841056
NearestNeighbor,404,22675.62557043718
AntColonyOptimization,404,21866.336865481408
NearestNeighbor,405,22675.62557043718
AntColonyOptimization,405,21048.08210444978
NearestNeighbor,406,22675.62557043718
AntColonyOptimization,406,21390.926768829977
NearestNeighbor,407,22675.62557043718
AntColonyOptimization,407,21844.902897798216
NearestNeighbor,408,22675.62557043718
AntColonyOptimization,408,21904.550046818524
NearestNeighbor,409,22675.62557043718
AntColonyOptimization,409,21729.04641129602
NearestNeighbor,410,22675.62557043718
AntColonyOptimization,410,21469.06005464687
NearestNeighbor,411,22675.62557043718
AntColonyOptimization,411,21024.862854639574
NearestNeighbor,412,22675.62557043718
AntColonyOptimization,412,21608.67506664259
NearestNeighbor,413,22675.62557043718
AntColonyOptimization,413,21954.14275714006
NearestNeighbor,414,22675.62557043718
AntColonyOptimization,414,22234.00266739641
NearestNeighbor,415,22675.62557043718
AntColonyOptimization,415,21458.29081583565
NearestNeighbor,416,22675.62557043718
AntColonyOptimization,416,21627.78983419293
NearestNeighbor,417,22675.62557043718
AntColonyOptimization,417,20908.02314718745
NearestNeighbor,418,22675.62557043718
AntColonyOptimization,418,21978.514216760308
NearestNeighbor,419,22675.62557043718
AntColonyOptimization,419,21434.914330666896
NearestNeighbor,420,22675.62557043718
AntColonyOptimization,420,21291.2712428211
NearestNeighbor,421,22675.62557043718
AntColonyOptimization,421,21011.70517940627
NearestNeighbor,422,22675.62557043718
AntColonyOptimization,422,21737.77555561091
NearestNeighbor,423,22675.62557043718
AntColonyOptimization,423,21182.925176974542
NearestNeighbor,424,22675.62557043718
AntColonyOptimization,424,21240.68248450063
NearestNeighbor,425,22675.62557043718
AntColonyOptimization,425,21803.92695016538
NearestNeighbor,426,22675.62557043718
AntColonyOptimization,426,21411.307975863332
NearestNeighbor,427,22675.62557043718
AntColonyOptimization,427,21852.26235795832
NearestNeighbor,428,22675.62557043718
AntColonyOptimization,428,21691.236579147102
NearestNeighbor,429,22675.62557043718
AntColonyOptimization,429,21115.01758876783
NearestNeighbor,430,22675.62557043718
AntColonyOptimization,430,21234.960374384405
NearestNeighbor,431,22675.62557043718
AntColonyOptimization,431,21290.533647033462
NearestNeighbor,432,22675.62557043718
AntColonyOptimization,432,22145.749960999965
NearestNeighbor,433,22675.62557043718
AntColonyOptimization,433,21201.070525717452
NearestNeighbor,434,22675.62557043718
AntColonyOptimization,434,21568.85732645335
NearestNeighbor,435,22675.62557043718
AntColonyOptimization,435,22091.4732424711
NearestNeighbor,436,22675.62557043718
AntColonyOptimization,436,21782.438847200032
NearestNeighbor,437,22675.62557043718
AntColonyOptimization,437,21399.259049528962
NearestNeighbor,438,22675.62557043718
AntColonyOptimization,438,21218.656983687622
NearestNeighbor,439,22675.62557043718
AntColonyOptimization,439,21502.893165644167
NearestNeighbor,440,22675.62557043718
AntColonyOptimization,440,20996.34568343481
NearestNeighbor,441,22675.62557043718
AntColonyOptimization,441,21549.667001778107
NearestNeighbor,442,22675.62557043718
AntColonyOptimization,442,21469.313631216242
NearestNeighbor,443,22675.62557043718
AntColonyOptimization,443,21747.383633389643
NearestNeighbor,444,22675.62557043718
AntColonyOptimization,444,21785.050137331116
NearestNeighbor,445,22675.62557043718
AntColonyOptimization,445,21619.309811337982
NearestNeighbor,446,22675.62557043718
AntColonyOptimization,446,21189.168643049543
NearestNeighbor,447,22675.62557043718
AntColonyOptimization,447,21011.668182717178
NearestNeighbor,448,22675.62557043718
AntColonyOptimization,448,21560.717517027788
NearestNeighbor,449,22675.62557043718
AntColonyOptimization,449,21524.46701010694
NearestNeighbor,450,22675.62557043718
AntColonyOptimization,450,21498.70017448094
NearestNeighbor,451,22675.62557043718
AntColonyOptimization,451,21236.65532705707
NearestNeighbor,452,22675.62557043718
AntColonyOptimization,452,21258.20668052586
NearestNeighbor,453,22675.62557043718
AntColonyOptimization,453,22355.324793775544
NearestNeighbor,454,22675.62557043718
AntColonyOptimization,454,21607.33903950775
NearestNeighbor,455,22675.62557043718
AntColonyOptimization,455,21110.826043264726
NearestNeighbor,456,22675.62557043718
AntColonyOptimization,456,21745.075699567114
NearestNeighbor,457,22675.62557043718
AntColonyOptimization,457,21081.078701147228
NearestNeighbor,458,22675.62557043718
AntColonyOptimization,458,21046.57028544192
NearestNeighbor,459,22675.62557043718
AntColonyOptimization,459,21338.399330606528
NearestNeighbor,460,22675.62557043718
AntColonyOptimization,460,21555.88309654432
NearestNeighbor,461,22675.62557043718
AntColonyOptimization,461,21921.11702499852
NearestNeighbor,462,22675.62557043718
AntColonyOptimization,462,21750.735848363624
NearestNeighbor,463,22675.62557043718
AntColonyOptimization,463,21722.447701162768
NearestNeighbor,464,22675.62557043718
AntColonyOptimization,464,21914.587999732794
NearestNeighbor,465,22675.62557043718
AntColonyOptimization,465,21176.341730916276
NearestNeighbor,466,22675.62557043718
AntColonyOptimization,466,21384.277305554657
NearestNeighbor,467,22675.62557043718
AntColonyOptimization,467,21532.74136529873
NearestNeighbor,468,22675.62557043718
AntColonyOptimization,468,21200.34689413321
NearestNeighbor,469,22675.62557043718
AntColonyOptimization,469,21883.328821218343
NearestNeighbor,470,22675.62557043718
AntColonyOptimization,470,21744.83983645841
NearestNeighbor,471,22675.62557043718
AntColonyOptimization,471,20735.625580036132
NearestNeighbor,472,22675.62557043718
AntColonyOptimization,472,20558.50699588334
NearestNeighbor,473,22675.62557043718
AntColonyOptimization,473,21341.404864161068
NearestNeighbor,474,22675.62557043718
AntColonyOptimization,474,21799.51899368801
NearestNeighbor,475,22675.62557043718
AntColonyOptimization,475,21406.476815427486
NearestNeighbor,476,22675.62557043718
AntColonyOptimization,476,21722.02950468945
NearestNeighbor,477,22675.62557043718
AntColonyOptimization,477,22090.252218064932
NearestNeighbor,478,22675.62557043718
AntColonyOptimization,478,21809.90631724519
NearestNeighbor,479,22675.62557043718
AntColonyOptimization,479,21435.573604815363
NearestNeighbor,480,22675.62557043718
AntColonyOptimization,480,21915.49320110221
NearestNeighbor,481,22675.62557043718
AntColonyOptimization,481,21361.800159330232
NearestNeighbor,482,22675.62557043718
AntColonyOptimization,482,21477.317391900746
NearestNeighbor,483,22675.62557043718
AntColonyOptimization,483,20987.776998935395
NearestNeighbor,484,22675.62557043718
AntColonyOptimization,484,21188.73895467789
NearestNeighbor,485,22675.62557043718
AntColonyOptimization,485,21476.498821471072
NearestNeighbor,486,22675.62557043718
AntColonyOptimization,486,21682.37395109773
NearestNeighbor,487,22675.62557043718
AntColonyOptimization,487,21699.123000661297
NearestNeighbor,488,22675.62557043718
AntColonyOptimization,488,21233.442899646314
NearestNeighbor,489,22675.62557043718
AntColonyOptimization,489,21584.469626470134
NearestNeighbor,490,22675.62557043718
AntColonyOptimization,490,21879.852610001675
NearestNeighbor,491,22675.62557043718
AntColonyOptimization,491,21150.386365281494
NearestNeighbor,492,22675.62557043718
AntColonyOptimization,492,20904.610842238813
NearestNeighbor,493,22675.62557043718
AntColonyOptimization,493,21929.969100787595
NearestNeighbor,494,22675.62557043718
AntColonyOptimization,494,21701.564778128057
NearestNeighbor,495,22675.62557043718
AntColonyOptimization,495,21838.49895878733
NearestNeighbor,496,22675.62557043718
AntColonyOptimization,496,21628.95921367109
NearestNeighbor,497,22675.62557043718
AntColonyOptimization,497,21363.618652800837
NearestNeighbor,498,22675.62557043718
AntColonyOptimization,498,20899.84016023846
NearestNeighbor,499,22675.62557043718
AntColonyOptimization,499,21607.742726734305
Ant Colony Optimization,5,4877.88173627341
Ant Colony Optimization,5,4877.88173627341
